Unnamed: 0,P_rated_kW,Hub_height_m,Diameter_m,Longitude,Latitude,ISO_code,Offshore,Commissioning_date,Lifetime_production_kWh,Capacity_factors,turbine_age,Cluster,park_size,Input,Assembly,Transport,Maintenance,Disposal,Total
37370,900,49,52,11.52029,55.64764,DK,0,2000-10-18,49127687.5303984,0.315893052535998,24,2120,3,0.008948642568578224,0.0013612878023814264,0.000623629726467167,7.2756380305916664e-06,-8.522750322785961e-05,0.010855608232229549
37371,900,49,52,11.52348,55.64881,DK,0,2000-10-18,49127687.5303984,0.315893052535998,24,2120,3,0.008951658011222474,0.0013614752302348908,0.0006236650129689132,7.2756380305916664e-06,-8.583693630412414e-05,0.010858236956152746
37372,660,40,47,11.62631,55.65935,DK,0,2000-11-13,23507117.8581785,0.206116002544354,24,2118,6,0.013937824213024384,0.0018981351879977747,0.0009377581359377485,6.690378655493344e-06,-0.00015375688793052501,0.016626651027684874
37373,660,40,47,11.62587,55.65805,DK,0,2000-11-13,23507117.8581785,0.206116002544354,24,2118,6,0.013935699305869107,0.0018980031122683004,0.000937734037550973,6.690378655493344e-06,-0.00015332743565528954,0.016624799398688585
37374,660,40,47,11.62542,55.65674,DK,0,2000-11-13,23507117.8581785,0.206116002544354,24,2118,6,0.013933559819645005,0.0018978701303622228,0.0009377096933006747,6.690378655493344e-06,-0.00015289503689165632,0.01662293498507174
37375,660,45,47,11.80226,55.5913,DK,0,2001-12-19,30301333.1876188,0.265689299133863,22,2121,6,0.01106530714015492,0.0015209673149072346,0.000796523327873325,5.190250824831212e-06,-0.00010657910843398046,0.013281408925326331
37376,660,45,47,11.80061,55.58956,DK,0,2001-12-19,30301333.1876188,0.265689299133863,22,2121,6,0.011064081982710394,0.001520891164020922,0.0007964878217991033,5.190250824831212e-06,-0.00010633149919102277,0.013280319720164227
37377,660,45,47,11.79902,55.58779,DK,0,2001-12-19,30301333.1876188,0.265689299133863,22,2121,6,0.011062812540956944,0.0015208122605990973,0.0007964527220561156,5.190250824831212e-06,-0.00010607493991127079,0.013279192834525718
37378,660,45,47,11.779,55.59675,DK,0,2001-12-20,30301333.1876188,0.265689299133863,22,2121,6,0.011087104594964967,0.0015223221575117983,0.0007963198139756605,5.190250824831212e-06,-0.00011098446164636914,0.013299952355630888
37379,660,45,47,11.77747,55.59497,DK,0,2001-12-20,30301333.1876188,0.265689299133863,22,2121,6,0.01108585803055916,0.0015222446760543968,0.0007962851997207355,5.190250824831212e-06,-0.0001107325259705103,0.013298845631188614
37380,660,50,47,11.77593,55.59319,DK,0,2001-12-20,30301333.1876188,0.265689299133863,22,2121,6,0.01140016819393863,0.0015745126885384863,0.0008642086482584727,5.190250824831212e-06,-0.0001104931376816428,0.013733586643878777
37381,2300,80,93,11.4959,55.69299,DK,0,2008-12-11,96710400.0,0.24,15,-1,100,0.01526644476454836,0.0017724867595541884,0.0014241742854081245,3.695934167899115e-06,-0.00010559654141635767,0.018361205202262212
37382,2300,80,93,11.50073,55.69205,DK,0,2008-12-11,96710400.0,0.24,15,-1,100,0.015267692991780359,0.0017725643443662154,0.0014242414580275993,3.695934167899115e-06,-0.00010584881315607285,0.018362345915186
