turbine_idx,P_rated_kW,Longitude,Latitude,Method,Unit,Input,Assembly,Maintenance,Transport,Disposal,Total
20977,3000,4.26932,51.26811,EF v3.1 - eutrophication: marine - fraction of nutrients reaching marine end compartment (N),kg N-Eq,2.2986021083339975e-05,2.309252656361768e-06,2.5004434817178654e-09,6.444205750305554e-06,-2.8856572332291393e-08,3.1713123361156725e-05
20977,3000,4.26932,51.26811,EF v3.1 - eutrophication: terrestrial - accumulated exceedance (AE),mol N-Eq,0.0002066078179603559,2.376049080579277e-05,2.6123382491860337e-08,6.950810701041346e-05,-2.7145575627582657e-07,0.00029963108340277814
20977,3000,4.26932,51.26811,EF v3.1 - human toxicity: carcinogenic - comparative toxic unit for human (CTUh),CTUh,1.3552018926108882e-10,9.557776021705135e-12,2.4917765345136415e-15,1.1793211876197184e-12,-9.037965327141532e-13,1.4535598171423404e-10
20977,3000,4.26932,51.26811,"EF v3.1 - human toxicity: carcinogenic, inorganics - comparative toxic unit for human (CTUh)",CTUh,1.0474040818422885e-10,6.555891792833154e-12,1.1532198442924916e-15,5.816191753707003e-13,-5.541876288749434e-15,1.1187353049598824e-10
20977,3000,4.26932,51.26811,"EF v3.1 - human toxicity: carcinogenic, organics - comparative toxic unit for human (CTUh)",CTUh,3.0779781076859974e-11,3.0018842288719817e-12,1.3385566902211499e-15,5.977020122490179e-13,-8.982546564254035e-13,3.348245121824579e-11
20977,3000,4.26932,51.26811,EF v3.1 - human toxicity: non-carcinogenic - comparative toxic unit for human (CTUh),CTUh,5.708744425299251e-10,2.8495881384545244e-11,3.1058115178245735e-14,1.6127250676780923e-11,-1.619820130037476e-13,6.153666506934258e-10
20977,3000,4.26932,51.26811,"EF v3.1 - human toxicity: non-carcinogenic, inorganics - comparative toxic unit for human (CTUh)",CTUh,5.51701305592222e-10,2.7388088932823122e-11,2.4162807833152366e-14,1.522613801469853e-11,-1.5264079299295043e-13,5.941870545545838e-10
20977,3000,4.26932,51.26811,"EF v3.1 - human toxicity: non-carcinogenic, organics - comparative toxic unit for human (CTUh)",CTUh,1.9173136937703136e-11,1.107792451722122e-12,6.8953073450933665e-15,9.011126620823937e-13,-9.34122001079718e-15,2.1179596138841947e-11
20977,3000,4.26932,51.26811,EF v3.1 - ionising radiation: human health - human exposure efficiency relative to u235,kBq U235-Eq,0.0009533387126963714,0.0011476801418800928,5.854176864423626e-08,7.093441100005599e-05,-2.1821985394268822e-07,0.002171793587491222
20977,3000,4.26932,51.26811,EF v3.1 - land use - soil quality index,dimensionless,0.8006902329217102,0.013682944547521798,1.3127206653661338e-05,0.02701737955380731,-0.0003295568526637993,0.8410741273770291
20977,3000,4.26932,51.26811,EF v3.1 - material resources: metals/minerals - abiotic depletion potential (ADP): elements (ultimate reserves),kg Sb-Eq,3.5726582790275154e-07,1.809867247898874e-08,2.7640413274154888e-11,4.693897343248039e-09,-1.9311914650832616e-11,3.8006672622361164e-07
20977,3000,4.26932,51.26811,EF v3.1 - ozone depletion - ozone depletion potential (ODP),kg CFC-11-Eq,2.3340295566614217e-10,4.842767431254042e-11,6.09794114784614e-14,4.911548558661061e-11,-2.6771501640922467e-13,3.3073937996036245e-10
20977,3000,4.26932,51.26811,EF v3.1 - particulate matter formation - impact on human health,disease incidence,1.5890920148289191e-09,1.3727843414785502e-10,1.5048173128244157e-13,1.2795133160968793e-10,-4.011652927170885e-11,1.8143557330460357e-09
20977,3000,4.26932,51.26811,EF v3.1 - photochemical oxidant formation: human health - tropospheric ozone concentration increase,kg NMVOC-Eq,8.720286291745624e-05,9.482941171908792e-06,1.1616141099678028e-08,2.1542329656304134e-05,-9.373174839190922e-08,0.00011814601813837693
20977,3000,4.26932,51.26811,EF v3.1 - water use - user deprivation potential (deprivation-weighted water consumption),m3 world eq. deprived,0.008811974539376391,0.0017543185218442398,3.0002829528375935e-07,0.0001920145965995229,-1.8208029987091555e-06,0.010756786883116728
